Date,FilingDate,FilingID,Company,Shares,Value,Form,Source,ParserMethod,DateQuality
1999-09-30,2000-06-30,2000-06-30_0000912057-00-030669_a485bpos.txt,JDS Uniphase Corporation,248181,28246100,485BPOS,SEC,repeated-schedule-pages,reported-as-of
1999-09-30,2000-06-30,2000-06-30_0000912057-00-030669_a485bpos.txt,"Biogen, Inc",351942,27737429,485BPOS,SEC,repeated-schedule-pages,reported-as-of
1999-09-30,2000-06-30,2000-06-30_0000912057-00-030669_a485bpos.txt,"Apple Computer, Inc",427589,27071729,485BPOS,SEC,repeated-schedule-pages,reported-as-of
1999-09-30,2000-06-30,2000-06-30_0000912057-00-030669_a485bpos.txt,Comcast Corporation,662348,26411126,485BPOS,SEC,repeated-schedule-pages,reported-as-of
1999-09-30,2000-06-30,2000-06-30_0000912057-00-030669_a485bpos.txt,"Xilinx, Inc",399557,26183470,485BPOS,SEC,repeated-schedule-pages,reported-as-of
1999-09-30,2000-06-30,2000-06-30_0000912057-00-030669_a485bpos.txt,VERITAS Software Corporation,330190,25073803,485BPOS,SEC,repeated-schedule-pages,reported-as-of
1999-09-30,2000-06-30,2000-06-30_0000912057-00-030669_a485bpos.txt,"BMC Software, Inc",347143,24842421,485BPOS,SEC,repeated-schedule-pages,reported-as-of
1999-09-30,2000-06-30,2000-06-30_0000912057-00-030669_a485bpos.txt,"CMGI, Inc",237829,24377472,485BPOS,SEC,repeated-schedule-pages,reported-as-of
1999-09-30,2000-06-30,2000-06-30_0000912057-00-030669_a485bpos.txt,"Tellabs, Inc",426037,24257482,485BPOS,SEC,repeated-schedule-pages,reported-as-of
1999-09-30,2000-06-30,2000-06-30_0000912057-00-030669_a485bpos.txt,"Level 3 Communications, Inc",449863,23491284,485BPOS,SEC,repeated-schedule-pages,reported-as-of
1999-09-30,2000-06-30,2000-06-30_0000912057-00-030669_a485bpos.txt,Altera Corporation,533008,23119222,485BPOS,SEC,repeated-schedule-pages,reported-as-of
1999-09-30,2000-06-30,2000-06-30_0000912057-00-030669_a485bpos.txt,Linear Technology Corporation,389788,22912226,485BPOS,SEC,repeated-schedule-pages,reported-as-of
1999-09-30,2000-06-30,2000-06-30_0000912057-00-030669_a485bpos.txt,"Maxim Integrated Products, Inc",360199,22726306,485BPOS,SEC,repeated-schedule-pages,reported-as-of
1999-09-30,2000-06-30,2000-06-30_0000912057-00-030669_a485bpos.txt,Global Crossings Ltd,851311,22559741,485BPOS,SEC,repeated-schedule-pages,reported-as-of
1999-09-30,2000-06-30,2000-06-30_0000912057-00-030669_a485bpos.txt,Qwest Communications International Inc,744339,22004522,485BPOS,SEC,repeated-schedule-pages,reported-as-of
1999-09-30,2000-06-30,2000-06-30_0000912057-00-030669_a485bpos.txt,At Home Corporation,500909,20756417,485BPOS,SEC,repeated-schedule-pages,reported-as-of
1999-09-30,2000-06-30,2000-06-30_0000912057-00-030669_a485bpos.txt,Immunex Corporation,427714,18552095,485BPOS,SEC,repeated-schedule-pages,reported-as-of
1999-09-30,2000-06-30,2000-06-30_0000912057-00-030669_a485bpos.txt,"Costco Companies, Inc",221631,15957432,485BPOS,SEC,repeated-schedule-pages,reported-as-of
1999-09-30,2000-06-30,2000-06-30_0000912057-00-030669_a485bpos.txt,"Novell, Inc",765332,15832806,485BPOS,SEC,repeated-schedule-pages,reported-as-of
1999-09-30,2000-06-30,2000-06-30_0000912057-00-030669_a485bpos.txt,NTL Incorporated,161104,15481087,485BPOS,SEC,repeated-schedule-pages,reported-as-of
1999-09-30,2000-06-30,2000-06-30_0000912057-00-030669_a485bpos.txt,"Paychex, Inc",445734,15210673,485BPOS,SEC,repeated-schedule-pages,reported-as-of
1999-09-30,2000-06-30,2000-06-30_0000912057-00-030669_a485bpos.txt,"Conexant Systems, Inc",205069,14899545,485BPOS,SEC,repeated-schedule-pages,reported-as-of
1999-09-30,2000-06-30,2000-06-30_0000912057-00-030669_a485bpos.txt,LM Ericsson Telephone Company,471237,14726156,485BPOS,SEC,repeated-schedule-pages,reported-as-of
1999-09-30,2000-06-30,2000-06-30_0000912057-00-030669_a485bpos.txt,Cintas Corporation,253898,14678478,485BPOS,SEC,repeated-schedule-pages,reported-as-of
1999-09-30,2000-06-30,2000-06-30_0000912057-00-030669_a485bpos.txt,PanAmSat Corporation,383329,13847760,485BPOS,SEC,repeated-schedule-pages,reported-as-of
1999-09-30,2000-06-30,2000-06-30_0000912057-00-030669_a485bpos.txt,"Siebel Systems, Inc",206710,13772054,485BPOS,SEC,repeated-schedule-pages,reported-as-of
1999-09-30,2000-06-30,2000-06-30_0000912057-00-030669_a485bpos.txt,Vitesse Semiconductor Corporation,158635,13543463,485BPOS,SEC,repeated-schedule-pages,reported-as-of
1999-09-30,2000-06-30,2000-06-30_0000912057-00-030669_a485bpos.txt,"ADC Telecommunications, Inc",322331,13517756,485BPOS,SEC,repeated-schedule-pages,reported-as-of
1999-09-30,2000-06-30,2000-06-30_0000912057-00-030669_a485bpos.txt,Chiron Corporation,482314,13354069,485BPOS,SEC,repeated-schedule-pages,reported-as-of
1999-09-30,2000-06-30,2000-06-30_0000912057-00-030669_a485bpos.txt,KLA-Tencor Corporation,204785,13311025,485BPOS,SEC,repeated-schedule-pages,reported-as-of
1999-09-30,2000-06-30,2000-06-30_0000912057-00-030669_a485bpos.txt,Intuit Inc,150606,13201557,485BPOS,SEC,repeated-schedule-pages,reported-as-of
1999-09-30,2000-06-30,2000-06-30_0000912057-00-030669_a485bpos.txt,"Comverse Technology, Inc",139917,13195922,485BPOS,SEC,repeated-schedule-pages,reported-as-of
1999-09-30,2000-06-30,2000-06-30_0000912057-00-030669_a485bpos.txt,Adobe Systems Incorporated,115505,13109818,485BPOS,SEC,repeated-schedule-pages,reported-as-of
1999-09-30,2000-06-30,2000-06-30_0000912057-00-030669_a485bpos.txt,"Staples, Inc",594957,12977500,485BPOS,SEC,repeated-schedule-pages,reported-as-of
1999-09-30,2000-06-30,2000-06-30_0000912057-00-030669_a485bpos.txt,Bed Bath & Beyond Inc,357933,12505284,485BPOS,SEC,repeated-schedule-pages,reported-as-of
1999-09-30,2000-06-30,2000-06-30_0000912057-00-030669_a485bpos.txt,"Citrix Systems, Inc",198841,12315714,485BPOS,SEC,repeated-schedule-pages,reported-as-of
1999-09-30,2000-06-30,2000-06-30_0000912057-00-030669_a485bpos.txt,Starbucks Corporation,482698,11961860,485BPOS,SEC,repeated-schedule-pages,reported-as-of
1999-09-30,2000-06-30,2000-06-30_0000912057-00-030669_a485bpos.txt,"USA Networks, Inc",296529,11490499,485BPOS,SEC,repeated-schedule-pages,reported-as-of
1999-09-30,2000-06-30,2000-06-30_0000912057-00-030669_a485bpos.txt,CIENA Corporation,310753,11342484,485BPOS,SEC,repeated-schedule-pages,reported-as-of
1999-09-30,2000-06-30,2000-06-30_0000912057-00-030669_a485bpos.txt,"Lycos, Inc",221644,11109905,485BPOS,SEC,repeated-schedule-pages,reported-as-of
1999-09-30,2000-06-30,2000-06-30_0000912057-00-030669_a485bpos.txt,"PeopleSoft, Inc",654929,11092860,485BPOS,SEC,repeated-schedule-pages,reported-as-of
1999-09-30,2000-06-30,2000-06-30_0000912057-00-030669_a485bpos.txt,"VISX, Incorporated",139323,11019579,485BPOS,SEC,repeated-schedule-pages,reported-as-of
1999-09-30,2000-06-30,2000-06-30_0000912057-00-030669_a485bpos.txt,Compuware Corporation,419727,10939135,485BPOS,SEC,repeated-schedule-pages,reported-as-of
1999-09-30,2000-06-30,2000-06-30_0000912057-00-030669_a485bpos.txt,McLeodUSA Incorporated,231847,9867988,485BPOS,SEC,repeated-schedule-pages,reported-as-of
1999-09-30,2000-06-30,2000-06-30_0000912057-00-030669_a485bpos.txt,"Fiserv, Inc",294504,9571380,485BPOS,SEC,repeated-schedule-pages,reported-as-of
1999-09-30,2000-06-30,2000-06-30_0000912057-00-030669_a485bpos.txt,Parametric Technology Corporation,697033,9409945,485BPOS,SEC,repeated-schedule-pages,reported-as-of
1999-09-30,2000-06-30,2000-06-30_0000912057-00-030669_a485bpos.txt,Sanmina Corporation,118656,9181008,485BPOS,SEC,repeated-schedule-pages,reported-as-of
1999-09-30,2000-06-30,2000-06-30_0000912057-00-030669_a485bpos.txt,American Power Conversion Corporation,481394,9146486,485BPOS,SEC,repeated-schedule-pages,reported-as-of
1999-09-30,2000-06-30,2000-06-30_0000912057-00-030669_a485bpos.txt,"Concord EFS, Inc",439585,9066441,485BPOS,SEC,repeated-schedule-pages,reported-as-of
1999-09-30,2000-06-30,2000-06-30_0000912057-00-030669_a485bpos.txt,Genzyme General,199145,8973972,485BPOS,SEC,repeated-schedule-pages,reported-as-of
1999-09-30,2000-06-30,2000-06-30_0000912057-00-030669_a485bpos.txt,"CNET, Inc",157682,8830192,485BPOS,SEC,repeated-schedule-pages,reported-as-of
1999-09-30,2000-06-30,2000-06-30_0000912057-00-030669_a485bpos.txt,"Synopsys, Inc",156438,8784971,485BPOS,SEC,repeated-schedule-pages,reported-as-of
1999-09-30,2000-06-30,2000-06-30_0000912057-00-030669_a485bpos.txt,Smurfit-Stone Container Corporation,405539,8769781,485BPOS,SEC,repeated-schedule-pages,reported-as-of
1999-09-30,2000-06-30,2000-06-30_0000912057-00-030669_a485bpos.txt,Electronic Arts Inc,119711,8664084,485BPOS,SEC,repeated-schedule-pages,reported-as-of
1999-09-30,2000-06-30,2000-06-30_0000912057-00-030669_a485bpos.txt,PACCAR Inc,167235,8508081,485BPOS,SEC,repeated-schedule-pages,reported-as-of
1999-09-30,2000-06-30,2000-06-30_0000912057-00-030669_a485bpos.txt,"Centocor, Inc",131599,7706766,485BPOS,SEC,repeated-schedule-pages,reported-as-of
1999-09-30,2000-06-30,2000-06-30_0000912057-00-030669_a485bpos.txt,"Biomet, Inc",289283,7611759,485BPOS,SEC,repeated-schedule-pages,reported-as-of
1999-09-30,2000-06-30,2000-06-30_0000912057-00-030669_a485bpos.txt,"Adaptec, Inc",162161,6435765,485BPOS,SEC,repeated-schedule-pages,reported-as-of
1999-09-30,2000-06-30,2000-06-30_0000912057-00-030669_a485bpos.txt,Sigma-Aldrich Corporation,202187,6419437,485BPOS,SEC,repeated-schedule-pages,reported-as-of
1999-09-30,2000-06-30,2000-06-30_0000912057-00-030669_a485bpos.txt,Quintiles Transnational Corp,306694,5836770,485BPOS,SEC,repeated-schedule-pages,reported-as-of
1999-09-30,2000-06-30,2000-06-30_0000912057-00-030669_a485bpos.txt,"Network Associates, Inc",274895,5257367,485BPOS,SEC,repeated-schedule-pages,reported-as-of
1999-09-30,2000-06-30,2000-06-30_0000912057-00-030669_a485bpos.txt,Molex Incorporated,142521,5184201,485BPOS,SEC,repeated-schedule-pages,reported-as-of
1999-09-30,2000-06-30,2000-06-30_0000912057-00-030669_a485bpos.txt,Atmel Corporation,143226,4842829,485BPOS,SEC,repeated-schedule-pages,reported-as-of
1999-09-30,2000-06-30,2000-06-30_0000912057-00-030669_a485bpos.txt,"Dollar Tree Stores, Inc",107631,4298513,485BPOS,SEC,repeated-schedule-pages,reported-as-of
1999-09-30,2000-06-30,2000-06-30_0000912057-00-030669_a485bpos.txt,"Electronics for Imaging, Inc",82215,4226365,485BPOS,SEC,repeated-schedule-pages,reported-as-of
1999-09-30,2000-06-30,2000-06-30_0000912057-00-030669_a485bpos.txt,Microchip Technology Incorporated,80554,4138462,485BPOS,SEC,repeated-schedule-pages,reported-as-of
1999-09-30,2000-06-30,2000-06-30_0000912057-00-030669_a485bpos.txt,"PacifiCare Health Systems, Inc",80042,3461816,485BPOS,SEC,repeated-schedule-pages,reported-as-of
1999-09-30,2000-06-30,2000-06-30_0000912057-00-030669_a485bpos.txt,Northwest Airlines Corporation,132487,3378418,485BPOS,SEC,repeated-schedule-pages,reported-as-of
1999-09-30,2000-06-30,2000-06-30_0000912057-00-030669_a485bpos.txt,Reuters Group PLC,43983,3029329,485BPOS,SEC,repeated-schedule-pages,reported-as-of
1999-09-30,2000-06-30,2000-06-30_0000912057-00-030669_a485bpos.txt,"Miller Herman, Inc",121597,2906928,485BPOS,SEC,repeated-schedule-pages,reported-as-of
1999-09-30,2000-06-30,2000-06-30_0000912057-00-030669_a485bpos.txt,"Apollo Group, Inc",137594,2906673,485BPOS,SEC,repeated-schedule-pages,reported-as-of
1999-09-30,2000-06-30,2000-06-30_0000912057-00-030669_a485bpos.txt,"Ross Stores, Inc",134373,2704257,485BPOS,SEC,repeated-schedule-pages,reported-as-of
1999-09-30,2000-06-30,2000-06-30_0000912057-00-030669_a485bpos.txt,Fastenal Company,53886,2539378,485BPOS,SEC,repeated-schedule-pages,reported-as-of
1999-09-30,2000-06-30,2000-06-30_0000912057-00-030669_a485bpos.txt,"Comair Holdings, Inc",150012,2503325,485BPOS,SEC,repeated-schedule-pages,reported-as-of
1999-09-30,2000-06-30,2000-06-30_0000912057-00-030669_a485bpos.txt,Lincare Holdings Inc,92960,2477965,485BPOS,SEC,repeated-schedule-pages,reported-as-of
1999-09-30,2000-06-30,2000-06-30_0000912057-00-030669_a485bpos.txt,"Autodesk, Inc",94368,2064300,485BPOS,SEC,repeated-schedule-pages,reported-as-of
1999-09-30,2000-06-30,2000-06-30_0000912057-00-030669_a485bpos.txt,Andrew Corporation,118476,2058521,485BPOS,SEC,repeated-schedule-pages,reported-as-of
1999-09-30,2000-06-30,2000-06-30_0000912057-00-030669_a485bpos.txt,"Worthington Industries, Inc",117977,2005609,485BPOS,SEC,repeated-schedule-pages,reported-as-of
1999-09-30,2000-06-30,2000-06-30_0000912057-00-030669_a485bpos.txt,Tech Data Corporation,84480,1966800,485BPOS,SEC,repeated-schedule-pages,reported-as-of
1999-09-30,2000-06-30,2000-06-30_0000912057-00-030669_a485bpos.txt,"Micron Electronics, Inc",150015,1575157,485BPOS,SEC,repeated-schedule-pages,reported-as-of
1999-09-30,2000-06-30,2000-06-30_0000912057-00-030669_a485bpos.txt,First Health Group Corp,63353,1421483,485BPOS,SEC,repeated-schedule-pages,reported-as-of
1999-09-30,2000-06-30,2000-06-30_0000912057-00-030669_a485bpos.txt,"CBRL Group, Inc",81665,1265807,485BPOS,SEC,repeated-schedule-pages,reported-as-of
1999-09-30,2000-06-30,2000-06-30_0000912057-00-030669_a485bpos.txt,"Cambridge Technology Partners, Inc",83258,1207241,485BPOS,SEC,repeated-schedule-pages,reported-as-of
1999-09-30,2000-06-30,2000-06-30_0000912057-00-030669_a485bpos.txt,"Corporate Express, Inc",122755,1154664,485BPOS,SEC,repeated-schedule-pages,reported-as-of
1999-09-30,2000-06-30,2000-06-30_0000912057-00-030669_a485bpos.txt,"Stewart Enterprises, Inc",176094,1067570,485BPOS,SEC,repeated-schedule-pages,reported-as-of
1999-09-30,2000-06-30,2000-06-30_0000912057-00-030669_a485bpos.txt,"Rexall Sundown, Inc",80592,992289,485BPOS,SEC,repeated-schedule-pages,reported-as-of
2000-09-30,2001-01-30,2001-01-30_0000912057-01-003392_a2036273z485bpos.txt,"Cisco Systems, Inc",14998245,828653036,485BPOS,SEC,repeated-schedule-pages,reported-as-of
2000-09-30,2001-01-30,2001-01-30_0000912057-01-003392_a2036273z485bpos.txt,Microsoft Corporation,10710692,645988611,485BPOS,SEC,repeated-schedule-pages,reported-as-of
2000-09-30,2001-01-30,2001-01-30_0000912057-01-003392_a2036273z485bpos.txt,Intel Corporation,13903713,577873072,485BPOS,SEC,repeated-schedule-pages,reported-as-of
2000-09-30,2001-01-30,2001-01-30_0000912057-01-003392_a2036273z485bpos.txt,Oracle Corporation,6941203,546619736,485BPOS,SEC,repeated-schedule-pages,reported-as-of
2000-09-30,2001-01-30,2001-01-30_0000912057-01-003392_a2036273z485bpos.txt,JDS Uniphase Corporation,5249334,497046313,485BPOS,SEC,repeated-schedule-pages,reported-as-of
2000-09-30,2001-01-30,2001-01-30_0000912057-01-003392_a2036273z485bpos.txt,"Sun Microsystems, Inc",4086857,477140555,485BPOS,SEC,repeated-schedule-pages,reported-as-of
2000-09-30,2001-01-30,2001-01-30_0000912057-01-003392_a2036273z485bpos.txt,"Qualcomm, Inc",5314161,378633971,485BPOS,SEC,repeated-schedule-pages,reported-as-of
2000-09-30,2001-01-30,2001-01-30_0000912057-01-003392_a2036273z485bpos.txt,Veritas Software Corporation,2429919,345048498,485BPOS,SEC,repeated-schedule-pages,reported-as-of
2000-09-30,2001-01-30,2001-01-30_0000912057-01-003392_a2036273z485bpos.txt,"Siebel Systems, Inc",2885981,321245760,485BPOS,SEC,repeated-schedule-pages,reported-as-of
2000-09-30,2001-01-30,2001-01-30_0000912057-01-003392_a2036273z485bpos.txt,"Juniper Networks, Inc",1225664,268343812,485BPOS,SEC,repeated-schedule-pages,reported-as-of
2000-09-30,2001-01-30,2001-01-30_0000912057-01-003392_a2036273z485bpos.txt,Nextel Communications Corporation,5527135,258393561,485BPOS,SEC,repeated-schedule-pages,reported-as-of
2000-09-30,2001-01-30,2001-01-30_0000912057-01-003392_a2036273z485bpos.txt,"Network Appliance, Inc",1955410,249070349,485BPOS,SEC,repeated-schedule-pages,reported-as-of
2000-09-30,2001-01-30,2001-01-30_0000912057-01-003392_a2036273z485bpos.txt,Ciena Corporation,1994251,244918951,485BPOS,SEC,repeated-schedule-pages,reported-as-of
2000-09-30,2001-01-30,2001-01-30_0000912057-01-003392_a2036273z485bpos.txt,"I2 Technologies, Inc",1260512,235794526,485BPOS,SEC,repeated-schedule-pages,reported-as-of
2000-09-30,2001-01-30,2001-01-30_0000912057-01-003392_a2036273z485bpos.txt,"PMC-Sierra, Inc",1030028,221713527,485BPOS,SEC,repeated-schedule-pages,reported-as-of
2000-09-30,2001-01-30,2001-01-30_0000912057-01-003392_a2036273z485bpos.txt,"Gemstar-TV Guide International, Inc",2536013,221108633,485BPOS,SEC,repeated-schedule-pages,reported-as-of
2000-09-30,2001-01-30,2001-01-30_0000912057-01-003392_a2036273z485bpos.txt,"Xilinx, Inc",2577967,220738424,485BPOS,SEC,repeated-schedule-pages,reported-as-of
2000-09-30,2001-01-30,2001-01-30_0000912057-01-003392_a2036273z485bpos.txt,"Verisign, Inc",1084273,219633050,485BPOS,SEC,repeated-schedule-pages,reported-as-of
2000-09-30,2001-01-30,2001-01-30_0000912057-01-003392_a2036273z485bpos.txt,"Amgen, Inc",2834331,197916033,485BPOS,SEC,repeated-schedule-pages,reported-as-of
2000-09-30,2001-01-30,2001-01-30_0000912057-01-003392_a2036273z485bpos.txt,"Maxim Integrated Products, Inc",2342256,188405217,485BPOS,SEC,repeated-schedule-pages,reported-as-of
2000-09-30,2001-01-30,2001-01-30_0000912057-01-003392_a2036273z485bpos.txt,"WorldCom, Inc",6111675,185642128,485BPOS,SEC,repeated-schedule-pages,reported-as-of
2000-09-30,2001-01-30,2001-01-30_0000912057-01-003392_a2036273z485bpos.txt,Applied Micro Circuits Corporation,860853,178250374,485BPOS,SEC,repeated-schedule-pages,reported-as-of
2000-09-30,2001-01-30,2001-01-30_0000912057-01-003392_a2036273z485bpos.txt,Immunex Corporation,4079886,177475041,485BPOS,SEC,repeated-schedule-pages,reported-as-of
2000-09-30,2001-01-30,2001-01-30_0000912057-01-003392_a2036273z485bpos.txt,Global Crossing Ltd,5636547,174732957,485BPOS,SEC,repeated-schedule-pages,reported-as-of
2000-09-30,2001-01-30,2001-01-30_0000912057-01-003392_a2036273z485bpos.txt,Dell Computer Corporation,5628555,173429851,485BPOS,SEC,repeated-schedule-pages,reported-as-of
2000-09-30,2001-01-30,2001-01-30_0000912057-01-003392_a2036273z485bpos.txt,SDL Incorporated,530220,164003674,485BPOS,SEC,repeated-schedule-pages,reported-as-of
2000-09-30,2001-01-30,2001-01-30_0000912057-01-003392_a2036273z485bpos.txt,Linear Technology Corporation,2474715,160237796,485BPOS,SEC,repeated-schedule-pages,reported-as-of
2000-09-30,2001-01-30,2001-01-30_0000912057-01-003392_a2036273z485bpos.txt,Altera Corporation,3318469,158456895,485BPOS,SEC,repeated-schedule-pages,reported-as-of
2000-09-30,2001-01-30,2001-01-30_0000912057-01-003392_a2036273z485bpos.txt,VoiceStream Wireless Corporation,1359515,157788710,485BPOS,SEC,repeated-schedule-pages,reported-as-of
2000-09-30,2001-01-30,2001-01-30_0000912057-01-003392_a2036273z485bpos.txt,"Applied Materials, Inc",2480734,147138535,485BPOS,SEC,repeated-schedule-pages,reported-as-of
2000-09-30,2001-01-30,2001-01-30_0000912057-01-003392_a2036273z485bpos.txt,Yahoo Inc,1570865,142948715,485BPOS,SEC,repeated-schedule-pages,reported-as-of
2000-09-30,2001-01-30,2001-01-30_0000912057-01-003392_a2036273z485bpos.txt,"ADC Telecommunications, Inc",5211732,140146757,485BPOS,SEC,repeated-schedule-pages,reported-as-of
2000-09-30,2001-01-30,2001-01-30_0000912057-01-003392_a2036273z485bpos.txt,"Level 3 Communications, Inc",1505864,116139761,485BPOS,SEC,repeated-schedule-pages,reported-as-of
2000-09-30,2001-01-30,2001-01-30_0000912057-01-003392_a2036273z485bpos.txt,"Paychex, Inc",2088235,109632337,485BPOS,SEC,repeated-schedule-pages,reported-as-of
2000-09-30,2001-01-30,2001-01-30_0000912057-01-003392_a2036273z485bpos.txt,"Comverse Technology, Inc",1007252,108783216,485BPOS,SEC,repeated-schedule-pages,reported-as-of
2000-09-30,2001-01-30,2001-01-30_0000912057-01-003392_a2036273z485bpos.txt,"Adobe Systems, Inc",696541,108137990,485BPOS,SEC,repeated-schedule-pages,reported-as-of
2000-09-30,2001-01-30,2001-01-30_0000912057-01-003392_a2036273z485bpos.txt,Comcast Corporation,2531932,103650966,485BPOS,SEC,repeated-schedule-pages,reported-as-of
2000-09-30,2001-01-30,2001-01-30_0000912057-01-003392_a2036273z485bpos.txt,LM Ericsson Telephone Company,6959820,103092334,485BPOS,SEC,repeated-schedule-pages,reported-as-of
2000-09-30,2001-01-30,2001-01-30_0000912057-01-003392_a2036273z485bpos.txt,"Medimmune, Inc",1327836,102575331,485BPOS,SEC,repeated-schedule-pages,reported-as-of
2000-09-30,2001-01-30,2001-01-30_0000912057-01-003392_a2036273z485bpos.txt,Vitesse Semiconductor Corporation,1150637,102334778,485BPOS,SEC,repeated-schedule-pages,reported-as-of
2000-09-30,2001-01-30,2001-01-30_0000912057-01-003392_a2036273z485bpos.txt,Sanmina Corporation,956361,89539299,485BPOS,SEC,repeated-schedule-pages,reported-as-of
2000-09-30,2001-01-30,2001-01-30_0000912057-01-003392_a2036273z485bpos.txt,"Intuit, Inc",1515589,86388573,485BPOS,SEC,repeated-schedule-pages,reported-as-of
2000-09-30,2001-01-30,2001-01-30_0000912057-01-003392_a2036273z485bpos.txt,"eBay, Inc",1183857,81316178,485BPOS,SEC,repeated-schedule-pages,reported-as-of
2000-09-30,2001-01-30,2001-01-30_0000912057-01-003392_a2036273z485bpos.txt,"NTL, Inc",1663532,77042326,485BPOS,SEC,repeated-schedule-pages,reported-as-of
2000-09-30,2001-01-30,2001-01-30_0000912057-01-003392_a2036273z485bpos.txt,"Metromedia Fiber Network, Inc",3115067,75735066,485BPOS,SEC,repeated-schedule-pages,reported-as-of
2000-09-30,2001-01-30,2001-01-30_0000912057-01-003392_a2036273z485bpos.txt,Echostar Communication Corporation,1430678,75468265,485BPOS,SEC,repeated-schedule-pages,reported-as-of
2000-09-30,2001-01-30,2001-01-30_0000912057-01-003392_a2036273z485bpos.txt,"Apple Computer, Inc",2680508,69023081,485BPOS,SEC,repeated-schedule-pages,reported-as-of
2000-09-30,2001-01-30,2001-01-30_0000912057-01-003392_a2036273z485bpos.txt,Chiron Corporation,1511601,68022045,485BPOS,SEC,repeated-schedule-pages,reported-as-of
2000-09-30,2001-01-30,2001-01-30_0000912057-01-003392_a2036273z485bpos.txt,"Tellabs, Inc",1382354,66007404,485BPOS,SEC,repeated-schedule-pages,reported-as-of
2000-09-30,2001-01-30,2001-01-30_0000912057-01-003392_a2036273z485bpos.txt,"Biogen, Inc",1075253,65590433,485BPOS,SEC,repeated-schedule-pages,reported-as-of
2000-09-30,2001-01-30,2001-01-30_0000912057-01-003392_a2036273z485bpos.txt,"PeopleSoft, Inc",2336899,65287116,485BPOS,SEC,repeated-schedule-pages,reported-as-of
2000-09-30,2001-01-30,2001-01-30_0000912057-01-003392_a2036273z485bpos.txt,"Conexant Systems, Inc",1487656,62295595,485BPOS,SEC,repeated-schedule-pages,reported-as-of
2000-09-30,2001-01-30,2001-01-30_0000912057-01-003392_a2036273z485bpos.txt,Starbucks Corporation,1538254,61626301,485BPOS,SEC,repeated-schedule-pages,reported-as-of
2000-09-30,2001-01-30,2001-01-30_0000912057-01-003392_a2036273z485bpos.txt,"Nextlink Communications, Inc",1721271,60567223,485BPOS,SEC,repeated-schedule-pages,reported-as-of
2000-09-30,2001-01-30,2001-01-30_0000912057-01-003392_a2036273z485bpos.txt,"Lycos, Inc",809631,55674786,485BPOS,SEC,repeated-schedule-pages,reported-as-of
2000-09-30,2001-01-30,2001-01-30_0000912057-01-003392_a2036273z485bpos.txt,KLA-Tencor Corporation,1332837,54896224,485BPOS,SEC,repeated-schedule-pages,reported-as-of
2000-09-30,2001-01-30,2001-01-30_0000912057-01-003392_a2036273z485bpos.txt,"Bed Bath & Beyond, Inc",2249192,54859210,485BPOS,SEC,repeated-schedule-pages,reported-as-of
2000-09-30,2001-01-30,2001-01-30_0000912057-01-003392_a2036273z485bpos.txt,"Fiserv, Inc",911541,54578517,485BPOS,SEC,repeated-schedule-pages,reported-as-of
2000-09-30,2001-01-30,2001-01-30_0000912057-01-003392_a2036273z485bpos.txt,"Amazon.com, Inc",1397328,53709795,485BPOS,SEC,repeated-schedule-pages,reported-as-of
2000-09-30,2001-01-30,2001-01-30_0000912057-01-003392_a2036273z485bpos.txt,"CMGI, Inc",1915761,53521573,485BPOS,SEC,repeated-schedule-pages,reported-as-of
2000-09-30,2001-01-30,2001-01-30_0000912057-01-003392_a2036273z485bpos.txt,Cintas Corporation,1195632,52084719,485BPOS,SEC,repeated-schedule-pages,reported-as-of
2000-09-30,2001-01-30,2001-01-30_0000912057-01-003392_a2036273z485bpos.txt,"Concord EFS, Inc",1435483,50982083,485BPOS,SEC,repeated-schedule-pages,reported-as-of
2000-09-30,2001-01-30,2001-01-30_0000912057-01-003392_a2036273z485bpos.txt,"Biomet, Inc",1418686,49654010,485BPOS,SEC,repeated-schedule-pages,reported-as-of
2000-09-30,2001-01-30,2001-01-30_0000912057-01-003392_a2036273z485bpos.txt,Costco Wholesale Corporation,1392305,48643656,485BPOS,SEC,repeated-schedule-pages,reported-as-of
2000-09-30,2001-01-30,2001-01-30_0000912057-01-003392_a2036273z485bpos.txt,Q Logic Corporation,544002,47872176,485BPOS,SEC,repeated-schedule-pages,reported-as-of
2000-09-30,2001-01-30,2001-01-30_0000912057-01-003392_a2036273z485bpos.txt,"USA Networks, Inc",2059563,45181663,485BPOS,SEC,repeated-schedule-pages,reported-as-of
2000-09-30,2001-01-30,2001-01-30_0000912057-01-003392_a2036273z485bpos.txt,"Broadvision, Inc",1714691,44046125,485BPOS,SEC,repeated-schedule-pages,reported-as-of
2000-09-30,2001-01-30,2001-01-30_0000912057-01-003392_a2036273z485bpos.txt,Genzyme General,640010,43640682,485BPOS,SEC,repeated-schedule-pages,reported-as-of
2000-09-30,2001-01-30,2001-01-30_0000912057-01-003392_a2036273z485bpos.txt,"McLeodUSA, Inc",2784133,39847904,485BPOS,SEC,repeated-schedule-pages,reported-as-of
2000-09-30,2001-01-30,2001-01-30_0000912057-01-003392_a2036273z485bpos.txt,"Electronic Arts, Inc",776619,38345563,485BPOS,SEC,repeated-schedule-pages,reported-as-of
2000-09-30,2001-01-30,2001-01-30_0000912057-01-003392_a2036273z485bpos.txt,Panamsat Corporation,1192491,38085181,485BPOS,SEC,repeated-schedule-pages,reported-as-of
